date,song,artist,genre,year,key,key_clean,key_num
2025-05-27,366日,HY,J-POP,2018,0,0,0
2025-05-27,君じゃない誰かなんて ~tejina~,DEEP,J-POP,2011,0,0,0
2025-06-11,猫,DISH//,J-POP,2017,0,0,0
2025-06-11,もっと…,西野カナ,J-POP,2010,0,0,0
2025-06-11,One Love,嵐,男性アイドル,2008,0,0,0
2025-06-11,Story,AI,J-POP,2005,0,0,0
2025-06-11,道,EXILE,男性アイドル,2007,0,0,0
2025-06-11,HANABI,Mr.Children,J-POP,2008,0,0,0
2025-07-08,怪獣の花唄,Vaundy,J-POP,2020,0,0,0
2025-07-08,かわいいだけじゃだめですか,CUTIE STREET,女性アイドル,2024,0,0,0
2025-07-08,とくべチュ、して/恋人以上、好き未満,＝LOVE,女性アイドル,2025,0,0,0
2025-07-08,I LOVE...,Official髭男dism,J-POP,2020,0,0,0
2025-07-08,RIVER,AKB48,女性アイドル,2009,0,0,0
2025-07-08,Imitation Rain,SixSTONES,男性アイドル,2020,0,0,0
2025-07-08,イエス,Acid Black Cherry,J-POP,2012,0,0,0
2025-07-08,愛してない,Acid Black Cherry,J-POP,2007,0,0,0
2025-07-08,涙そうそう,夏川りみ,J-POP,2001,0,0,0
2025-07-08,home,クリス・ハート,J-POP,2013,0,0,0
2025-07-08,I LOVE YOU,クリス・ハート,J-POP,2014,0,0,0
2025-07-08,only my railgun,fripSide,アニメソング,2009,0,0,0
2025-07-08,ナギイチ,NMB48,女性アイドル,2012,0,0,0
2025-07-08,パレオはエメラルド,SKE48,女性アイドル,2011,0,0,0
2025-07-08,さよならエレジー,菅田将暉,J-POP,2013,0,0,0
2025-07-08,わたがし,back number,J-POP,2012,0,0,0
2025-07-08,GLAMOROUS SKY,中島美嘉,J-POP,2005,0,0,0
2025-07-08,逢いたくていま,MISIA,J-POP,2009,-4,-4,-4
2025-07-08,いとしき日々よ,平井堅,J-POP,2011,0,0,0
2025-07-08,甲賀忍法帖,陰陽座,アニメソング,2005,0,0,0
2025-09-04,世界に一つだけの花,SMAP,J-POP,2003,0,0,0
2025-09-04,宙船,TOKIO,男性アイドル,2006,0,0,0
2025-09-04,truth,嵐,男性アイドル,2008,0,0,0
2025-09-04,もっと…,西野カナ,J-POP,2010,0,0,0
2025-09-04,君に会いたくなるから,西野カナ,J-POP,2009,0,0,0
2025-09-04,Imitation Rain,SixSTONES,男性アイドル,2020,0,0,0
2025-09-04,いとしすぎてduet with Tiara,KG,J-POP,2010,0,0,0
2025-09-04,炎,LiSA,J-POP,2020,-5,-5,-5
2025-09-04,残響散歌,Aimer,アニメソング,2022,0,0,0
2025-09-04,明け星,LiSA,アニメソング,2021,0,0,0
2025-09-04,only my railgun,fripSide,アニメソング,2009,0,0,0
2025-09-04,紅蓮の弓矢,Linked Horizon,アニメソング,2013,0,0,0
2025-09-04,home,クリス・ハート,J-POP,2013,0,0,0
2025-09-04,道,EXILE,男性アイドル,2007,0,0,0
2025-09-04,UZA,AKB48,女性アイドル,2012,0,0,0
2025-11-06,残酷な夜に輝け,LiSA,J-POP,2025,0,0,0
2025-11-06,革命道中,アイナ・ジ・エンド,アニメソング,2025,0,0,0
2025-11-06,盛れ!ミ・アモーレ,Juice=Juice,女性アイドル,2025,0,0,0
2025-11-06,ポニーテールとシュシュ,AKB48,女性アイドル,2010,0,0,0
2025-11-06,RIVER,AKB48,女性アイドル,2009,0,0,0
2025-11-06,Real Face,KAT-TUN,男性アイドル,2006,0,0,0
2025-11-06,怪獣の花唄,Vaundy,J-POP,2020,0,0,0
2025-11-06,もっと…,西野カナ,J-POP,2010,0,0,0
2025-11-06,明日がくるなら,JUJU,J-POP,2009,0,0,0
2025-11-06,負けない心,AAA,J-POP,2010,0,0,0
2025-11-06,明日への扉,I WISH,J-POP,2003,0,0,0
2025-11-06,Story,AI,J-POP,2005,0,0,0
2025-11-06,HANABI,Mr.Children,J-POP,2008,0,0,0
2025-11-08,糸,中島みゆき,J-POP,2001,0,0,0
2025-11-08,眠り姫,SEKAI NO OWARI,J-POP,2012,0,0,0
2025-11-08,道,EXILE,男性アイドル,2007,0,0,0
2025-11-08,うっせぇわ,Ado,J-POP,2020,0,0,0
2025-11-08,Imitation Rain,SixSTONES,男性アイドル,2020,0,0,0
2025-11-08,会いたくて 会いたくて,西野カナ,J-POP,2010,0,0,0
2025-11-08,Beginner,AKB48,女性アイドル,2010,0,0,0
2025-11-08,インフルエンサー,乃木坂46,女性アイドル,2017,0,0,0
2025-11-08,てもでもの涙,AKB48,女性アイドル,2013,0,0,0
2025-11-08,とくべチュ、して/恋人以上、好き未満,＝LOVE,女性アイドル,2025,0,0,0
2025-11-08,仮契約のシンデレラ,私立恵比寿中学,女性アイドル,2012,0,0,0
2025-11-08,かわいいだけじゃだめですか,CUTIE STREET,女性アイドル,2024,0,0,0
2025-11-08,かわいいさがしてくれますか？,CUTIE STREET,女性アイドル,2024,0,0,0
2025-11-08,最上級にかわいいの！,超ときめき♡宣伝部,女性アイドル,2024,0,0,0
2025-11-08,残酷な夜に輝け,LiSA,アニメソング,2025,0,0,0
2025-11-08,太陽が昇らない世界,Aimer,アニメソング,2025,0,0,0
2025-11-08,革命道中,アイナ・ジ・エンド,アニメソング,2025,0,0,0
2025-11-08,ライオン,May'n / 中島愛,アニメソング,2008,0,0,0
2025-11-08,God knows...,涼宮ハルヒ/平野綾,アニメソング,2009,0,0,0
2025-11-08,only my railgun,fripSide,アニメソング,2009,0,0,0
2025-11-08,unravel,凛として時雨,アニメソング,2014,0,0,0
2026-02-20,Lemon,米津玄師,J-POP,2018,0,0,0
2026-02-20,初恋サイダー,Buono!（鈴木愛理）,女性アイドル,2012,0,0,0
2026-02-20,盛れ!ミ・アモーレ,Juice=Juice,女性アイドル,2025,0,0,0
2026-02-20,「ひとりで生きられそう」って それってねえ、褒めているの？,Juice=Juice,女性アイドル,2019,0,0,0
2026-02-20,Kiss me 愛してる,℃-ute,女性アイドル,2011,0,0,0
2026-02-20,わがまま 気のまま 愛のジョーク,モーニング娘。,女性アイドル,2013,0,0,0
2026-02-20,好きすぎて滅！,M!LK,男性アイドル,2026,0,0,0
2026-04-14,好きすぎて滅！,M!LK,男性アイドル,2026,0,0,0
2026-04-14,Believe,嵐,男性アイドル,2009,0,0,0
2026-04-14,もっと…,西野カナ,J-POP,2010,0,0,0
2026-04-14,ヒカリへ,miwa,J-POP,2012,0,0,0
2026-04-14,逢いたくていま,MISIA,J-POP,2009,-4,-4,-4
2026-04-14,初恋サイダー,Buono!（鈴木愛理）,女性アイドル,2012,0,0,0
2026-04-14,盛れ!ミ・アモーレ,Juice=Juice,女性アイドル,2025,0,0,0
2026-04-14,劇薬中毒,＝LOVE,女性アイドル,2026,0,0,0
2026-04-14,LIP,KAT-TUN,男性アイドル,2008,0,0,0
2026-04-14,God knows...,涼宮ハルヒ/平野綾,アニメソング,2009,0,0,0
2026-04-14,甲賀忍法帖,陰陽座,アニメソング,2005,0,0,0
2026-04-14,紅蓮の弓矢,Linked Horizon,アニメソング,2013,0,0,0
2026-04-14,ライオン,May'n / 中島愛,アニメソング,2008,0,0,0
2026-04-14,unravel,凛として時雨,アニメソング,2014,0,0,0
2026-04-14,only my railgun,fripSide,アニメソング,2009,0,0,0
2026-04-14,LEVEL5 -judgelight-,fripSide,アニメソング,2010,0,0,0
2026-04-14,桜の木になろう,AKB48,女性アイドル,2011,0,0,0
